,Year,Month,Day,水日通量,沙日通量
2020-05-05,2020,5,5,105408000.0,675665280.0
2020-05-06,2020,5,6,108864000.0,714147840.0
2020-05-07,2020,5,7,111744000.0,747141120.0
2020-05-08,2020,5,8,114624000.0,780134400.0
2020-05-09,2020,5,9,117504000.0,813127680.0
2020-05-10,2020,5,10,114912000.0,629717760.0
2020-05-11,2020,5,11,112608000.0,595491840.0
2020-05-12,2020,5,12,110304000.0,561265920.0
2020-05-13,2020,5,13,108000000.0,527040000.0
2020-05-14,2020,5,14,96768000.0,349332480.0
2020-05-15,2020,5,15,97344000.0,370782720.0
2020-05-16,2020,5,16,97920000.0,392232960.0
2020-05-17,2020,5,17,98496000.0,413683200.0
2020-05-18,2020,5,18,98784000.0,433771200.0
2020-05-19,2020,5,19,99072000.0,453859199.99999994
2020-05-20,2020,5,20,99360000.0,473947199.99999994
2020-05-21,2020,5,21,98784000.0,479010239.99999994
2020-05-22,2020,5,22,98208000.0,484073280.0
2020-05-23,2020,5,23,97632000.0,489136320.0
2020-05-24,2020,5,24,91699200.0,416835072.0
2020-05-25,2020,5,25,85766400.0,344533824.0
2020-05-26,2020,5,26,79833600.0,272232576.0
2020-05-27,2020,5,27,79833600.0,237105792.00000003
2020-05-28,2020,5,28,79833600.0,256265856.0
2020-05-29,2020,5,29,79833600.0,275425920.0
2020-05-30,2020,5,30,79012800.0,283150080.0
2020-05-31,2020,5,31,78192000.0,290874240.0
2020-06-01,2020,6,1,86313600.0,268435296.0
2020-06-02,2020,6,2,84585600.0,296895456.0
2020-06-03,2020,6,3,85449600.0,317872512.0
2020-06-04,2020,6,4,82425600.0,247276800.0
2020-06-05,2020,6,5,83289600.0,244871424.0
2020-06-06,2020,6,6,73526400.0,201462336.00000003
2020-06-07,2020,6,7,71971200.0,161935200.0
2020-06-08,2020,6,8,71193600.0,165881088.0
2020-06-09,2020,6,9,70329600.0,176527295.99999997
2020-06-10,2020,6,10,72230400.0,137960064.0
2020-06-11,2020,6,11,71280000.0,152539200.0
2020-06-12,2020,6,12,80380800.0,222654815.99999997
2020-06-13,2020,6,13,79401600.0,219942432.0
2020-06-14,2020,6,14,77241600.0,268028352.00000003
2020-06-15,2020,6,15,81734400.0,310590720.0
2020-06-16,2020,6,16,102816000.0,468840959.99999994
2020-06-17,2020,6,17,128736000.0,966807360.0
2020-06-18,2020,6,18,165888000.0,1824768000.0
2020-06-19,2020,6,19,177120000.0,1675555200.0000002
2020-06-20,2020,6,20,153792000.0,1264170240.0
2020-06-21,2020,6,21,153792000.0,1262632320.0000002
2020-06-22,2020,6,22,154656000.0,1232608320.0
2020-06-23,2020,6,23,158112000.0,1321816320.0
2020-06-24,2020,6,24,160704000.0,1402945920.0
2020-06-25,2020,6,25,161568000.0,1184293440.0
2020-06-26,2020,6,26,203904000.0,1798433280.0
2020-06-27,2020,6,27,297216000.0,3388262400.0
2020-06-28,2020,6,28,353376000.0,2796971040.0
2020-06-29,2020,6,29,374976000.0,2662329600.0
2020-06-30,2020,6,30,401760000.0,2756073600.0
2020-07-01,2020,7,1,411264000.0,2200262400.0
2020-07-02,2020,7,2,393120000.0,2158228800.0
2020-07-03,2020,7,3,377568000.0,2707162560.0
2020-07-04,2020,7,4,360288000.0,2096876160.0
2020-07-05,2020,7,5,352512000.0,2798945280.0
2020-07-06,2020,7,6,368064000.0,2252551680.0
2020-07-07,2020,7,7,371520000.0,2749248000.0
2020-07-08,2020,7,8,331776000.0,2833367039.9999995
2020-07-09,2020,7,9,260928000.0,3105043200.0
2020-07-10,2020,7,10,229824000.0,3838060800.0
2020-07-11,2020,7,11,224064000.0,5444755200.0
2020-07-12,2020,7,12,205344000.0,4565481600.0
2020-07-13,2020,7,13,165888000.0,2687385600.0
2020-07-14,2020,7,14,150048000.0,2225712000.0
2020-07-15,2020,7,15,165024000.0,2442355200.0
2020-07-16,2020,7,16,178848000.0,2199830400.0
2020-07-17,2020,7,17,161568000.0,2003443200.0
2020-07-18,2020,7,18,165888000.0,1657221120.0
2020-07-19,2020,7,19,175392000.0,1946851200.0
2020-07-20,2020,7,20,172800000.0,1555200000.0
2020-07-21,2020,7,21,175392000.0,1771459200.0
2020-07-22,2020,7,22,180576000.0,1643241600.0
2020-07-23,2020,7,23,200448000.0,2064614400.0000002
2020-07-24,2020,7,24,211968000.0,2260992000.0
2020-07-25,2020,7,25,223776000.0,2394403200.0
2020-07-26,2020,7,26,259776000.0,4217030400.0000005
2020-07-27,2020,7,27,169862400.0,4063108607.9999995
2020-07-28,2020,7,28,189648000.0,4442504400.0
2020-07-29,2020,7,29,210240000.0,3609120000.0000005
2020-07-30,2020,7,30,222912000.0,4235328000.0
2020-07-31,2020,7,31,255744000.0,5089305600.0
2020-08-01,2020,8,1,230688000.0,4106246400.0
2020-08-02,2020,8,2,222048000.0,3708201600.0
2020-08-03,2020,8,3,224640000.0,3773952000.0
2020-08-04,2020,8,4,210816000.0,3267648000.0
2020-08-05,2020,8,5,226368000.0,4572633600.0
2020-08-06,2020,8,6,243648000.0,3459801600.0
2020-08-07,2020,8,7,248832000.0,3060633600.0
2020-08-08,2020,8,8,228528000.0,2742336000.0
2020-08-09,2020,8,9,152064000.0,1566259200.0
2020-08-10,2020,8,10,175392000.0,1894233600.0000002
2020-08-11,2020,8,11,187488000.0,2812320000.0
2020-08-12,2020,8,12,187488000.0,3993494400.0
2020-08-13,2020,8,13,192672000.0,3988310400.0
2020-08-14,2020,8,14,213840000.0,5559840000.0
2020-08-15,2020,8,15,266688000.0,4720377600.0
2020-08-16,2020,8,16,289440000.0,5180976000.0
2020-08-17,2020,8,17,227232000.0,2908569600.0
2020-08-18,2020,8,18,164160000.0,1515196800.0
2020-08-19,2020,8,19,152064000.0,1627084800.0
2020-08-20,2020,8,20,182304000.0,1669904640.0
2020-08-21,2020,8,21,187488000.0,2662329600.0
2020-08-22,2020,8,22,254016000.0,4470681600.0
2020-08-23,2020,8,23,336096000.0,6016118399.999999
2020-08-24,2020,8,24,368928000.0,4832956800.0
2020-08-25,2020,8,25,372384000.0,4096224000.0
2020-08-26,2020,8,26,351648000.0,3203513280.0
2020-08-27,2020,8,27,347328000.0,2868929280.0
2020-08-28,2020,8,28,345600000.0,3404160000.0
2020-08-29,2020,8,29,351648000.0,3207029759.9999995
2020-08-30,2020,8,30,354240000.0,3825792000.0000005
2020-08-31,2020,8,31,348192000.0,4317580800.0
2020-09-01,2020,9,1,354240000.0,4428000000.0
2020-09-02,2020,9,2,351648000.0,4606588800.0
2020-09-03,2020,9,3,343008000.0,4630608000.0
2020-09-04,2020,9,4,338688000.0,3793305599.9999995
2020-09-05,2020,9,5,334368000.0,3644611200.0
2020-09-06,2020,9,6,330912000.0,2756496960.0
2020-09-07,2020,9,7,345600000.0,2702592000.0
2020-09-08,2020,9,8,348192000.0,2493054720.0
2020-09-09,2020,9,9,328320000.0,2383603200.0
2020-09-10,2020,9,10,226368000.0,1620794880.0
2020-09-11,2020,9,11,148608000.0,884217600.0
2020-09-12,2020,9,12,133920000.0,707097600.0
2020-09-13,2020,9,13,140832000.0,577411200.0
2020-09-14,2020,9,14,148608000.0,729665280.0
2020-09-15,2020,9,15,143424000.0,669790080.0
2020-09-16,2020,9,16,141696000.0,670222080.0000001
2020-09-17,2020,9,17,147744000.0,649334879.9999999
2020-09-18,2020,9,18,145152000.0,944939520.0
2020-09-19,2020,9,19,142560000.0,670032000.0
2020-09-20,2020,9,20,145152000.0,753338880.0
2020-09-21,2020,9,21,150336000.0,712592640.0
2020-09-22,2020,9,22,145152000.0,619799039.9999999
2020-09-23,2020,9,23,147744000.0,623479680.0
2020-09-24,2020,9,24,135648000.0,571078080.0
2020-09-25,2020,9,25,136512000.0,514650240.0
2020-09-26,2020,9,26,133920000.0,586569600.0
2020-09-27,2020,9,27,136512000.0,614304000.0
2020-09-28,2020,9,28,136512000.0,610208640.0
2020-09-29,2020,9,29,134784000.0,553962240.0
2020-09-30,2020,9,30,131328000.0,685532160.0
2020-10-01,2020,10,1,132192000.0,553884480.0
2020-10-02,2020,10,2,128736000.0,540691200.0
2020-10-03,2020,10,3,126144000.0,467994240.0
2020-10-04,2020,10,4,161568000.0,1213375680.0
2020-10-05,2020,10,5,209952000.0,2120515200.0
2020-10-06,2020,10,6,216000000.0,1550880000.0
2020-10-07,2020,10,7,209088000.0,1143711360.0
2020-10-08,2020,10,8,210816000.0,1214300160.0
2020-10-09,2020,10,9,203904000.0,1317219840.0
2020-10-10,2020,10,10,203904000.0,1358000640.0
2020-10-11,2020,10,11,204768000.0,1285943040.0
2020-10-12,2020,10,12,212544000.0,1202999040.0
2020-10-13,2020,10,13,162432000.0,800789760.0
2020-10-14,2020,10,14,138240000.0,593049600.0
2020-10-15,2020,10,15,127872000.0,677721600.0
2020-10-16,2020,10,16,122688000.0,493205759.99999994
2020-10-17,2020,10,17,125712000.0,546847200.0
2020-10-18,2020,10,18,114912000.0,437814720.0
2020-10-19,2020,10,19,108864000.0,410417280.0
2020-10-20,2020,10,20,98496000.0,273818880.0
2020-10-21,2020,10,21,95904000.0,304974720.0
2020-10-22,2020,10,22,90720000.0,263995200.0
2020-10-23,2020,10,23,85104000.0,279992160.0
2020-10-24,2020,10,24,76204800.0,176795136.0
2020-10-25,2020,10,25,77932800.0,178466112.0
2020-10-26,2020,10,26,75600000.0,146664000.0
2020-10-27,2020,10,27,74390400.0,168618240.00000003
2020-10-28,2020,10,28,71884800.0,154552320.0
2020-10-29,2020,10,29,77932800.0,323421120.0
2020-10-30,2020,10,30,68947200.0,196499520.0
2020-10-31,2020,10,31,71193600.0,244905984.0
2020-11-01,2020,11,1,69638400.0,197773056.0
2020-11-02,2020,11,2,70416000.0,227443680.0
2020-11-03,2020,11,3,68947200.0,170299584.0
2020-11-04,2020,11,4,71193600.0,177272064.00000003
2020-11-05,2020,11,5,68803200.0,155954592.00000003
2020-11-06,2020,11,6,66412800.0,134637120.0
2020-11-07,2020,11,7,64022400.0,113319648.0
2020-11-08,2020,11,8,63734400.0,109020384.0
2020-11-09,2020,11,9,63446400.0,104721120.0
2020-11-10,2020,11,10,63158400.0,100421856.0
2020-11-11,2020,11,11,60595200.0,93572928.0
2020-11-12,2020,11,12,58032000.0,86724000.0
2020-11-13,2020,11,13,55468800.0,79875072.0
2020-11-14,2020,11,14,55612800.0,78032736.0
2020-11-15,2020,11,15,55756800.0,76190400.0
2020-11-16,2020,11,16,55900800.0,74348064.0
2020-11-17,2020,11,17,56289600.0,83770848.0
2020-11-18,2020,11,18,56678400.0,93193632.0
2020-11-19,2020,11,19,57067200.0,102616416.0
2020-11-20,2020,11,20,57456000.0,112039200.0
2020-11-21,2020,11,21,83520000.0,334232640.0
2020-11-22,2020,11,22,109584000.0,556426080.0
2020-11-23,2020,11,23,135648000.0,778619520.0
2020-11-24,2020,11,24,112406400.0,599223312.0
2020-11-25,2020,11,25,89164800.0,419827104.0
2020-11-26,2020,11,26,65923200.0,240430896.0
2020-11-27,2020,11,27,42681600.0,61034688.0
2020-11-28,2020,11,28,61862400.0,197373312.00000003
2020-11-29,2020,11,29,81043200.0,333711936.00000006
2020-11-30,2020,11,30,100224000.0,470050560.00000006
2020-12-01,2020,12,1,86659200.0,345397824.0
2020-12-02,2020,12,2,73094400.0,220745088.0
2020-12-03,2020,12,3,58147200.0,134888544.0
2020-12-04,2020,12,4,43200000.0,49032000.0
2020-12-05,2020,12,5,42876000.0,47459520.0
2020-12-06,2020,12,6,42552000.0,45887040.0
2020-12-07,2020,12,7,42228000.0,44314560.0
2020-12-08,2020,12,8,41904000.0,42742080.0
2020-12-09,2020,12,9,44236800.0,42047942.4
2020-12-10,2020,12,10,46569600.0,41353804.8
2020-12-11,2020,12,11,42197760.0,36542499.839999996
2020-12-12,2020,12,12,37825920.0,31731194.88
2020-12-13,2020,12,13,33454080.0,26919889.92
2020-12-14,2020,12,14,29082240.0,22108584.96
2020-12-15,2020,12,15,24710400.0,17297280.0
2020-12-16,2020,12,16,39484800.0,37134720.0
2020-12-17,2020,12,17,54259200.0,56972160.0
2020-12-18,2020,12,18,50083200.0,50097398.4
2020-12-19,2020,12,19,45907200.0,43222636.800000004
2020-12-20,2020,12,20,41731200.0,36347875.2
2020-12-21,2020,12,21,43027200.0,40514450.4
2020-12-22,2020,12,22,44323200.0,44681025.599999994
2020-12-23,2020,12,23,45619200.0,48847600.8
2020-12-24,2020,12,24,46915200.0,53014175.99999999
2020-12-25,2020,12,25,41126400.0,49351680.0
2020-12-26,2020,12,26,45964800.0,47511878.400000006
2020-12-27,2020,12,27,50803200.0,45672076.800000004
2020-12-28,2020,12,28,40089600.0,30027110.4
2020-12-29,2020,12,29,43113600.0,48287232.00000001
2020-12-30,2020,12,30,51213600.0,75894732.0
2020-12-31,2020,12,31,59313600.0,103502232.0
2021-01-01,2021,1,1,45014400.0,48334212.0
2021-01-02,2021,1,2,49032000.0,61832322.0
2021-01-03,2021,1,3,53049600.0,75330432.0
2021-01-04,2021,1,4,49040640.0,73532275.2
2021-01-05,2021,1,5,45031680.0,71734118.39999999
2021-01-06,2021,1,6,41022720.0,69935961.6
2021-01-07,2021,1,7,37013760.0,68137804.8
2021-01-08,2021,1,8,33004800.0,66339647.99999999
2021-01-09,2021,1,9,34084800.0,72730224.0
2021-01-10,2021,1,10,35164800.0,79120800.0
2021-01-11,2021,1,11,35575200.0,71854776.0
2021-01-12,2021,1,12,35985600.0,64588752.0
2021-01-13,2021,1,13,36396000.0,57322728.0
2021-01-14,2021,1,14,36806400.0,50056704.0
2021-01-15,2021,1,15,34992000.0,45077472.0
2021-01-16,2021,1,16,33177600.0,40098240.0
2021-01-17,2021,1,17,31363200.0,35119008.0
2021-01-18,2021,1,18,29548800.0,30139776.0
2021-01-19,2021,1,19,29246400.0,26589600.0
2021-01-20,2021,1,20,28944000.0,23039424.0
2021-01-21,2021,1,21,28490400.0,21579609.6
2021-01-22,2021,1,22,28036800.0,20119795.2
2021-01-23,2021,1,23,27583200.0,18659980.799999997
2021-01-24,2021,1,24,27129600.0,17200166.4
2021-01-25,2021,1,25,26071200.0,16758100.799999999
2021-01-26,2021,1,26,25012800.0,16316035.2
2021-01-27,2021,1,27,23954400.0,15873969.600000001
2021-01-28,2021,1,28,22896000.0,15431904.000000002
2021-01-29,2021,1,29,22406400.0,12316377.600000001
2021-01-30,2021,1,30,21916800.0,9200851.2
2021-01-31,2021,1,31,21427200.0,6085324.8
2021-02-01,2021,2,1,21150720.0,6143109.12
2021-02-02,2021,2,2,20874240.0,6200893.44
2021-02-03,2021,2,3,20597760.0,6258677.76
2021-02-04,2021,2,4,20321280.0,6316462.08
2021-02-05,2021,2,5,20044800.0,6374246.4
2021-02-06,2021,2,6,21651840.0,6918981.12
2021-02-07,2021,2,7,23258880.0,7463715.84
2021-02-08,2021,2,8,24865920.0,8008450.5600000005
2021-02-09,2021,2,9,26472960.0,8553185.280000001
2021-02-10,2021,2,10,28080000.0,9097920.0
2021-02-11,2021,2,11,28598400.0,13155091.2
2021-02-12,2021,2,12,29116800.0,17212262.4
2021-02-13,2021,2,13,29635200.0,21269433.6
2021-02-14,2021,2,14,30153600.0,25326604.8
2021-02-15,2021,2,15,30672000.0,29383776.0
2021-02-16,2021,2,16,36720000.0,54815788.8
2021-02-17,2021,2,17,42768000.0,80247801.6
2021-02-18,2021,2,18,48816000.0,105679814.4
2021-02-19,2021,2,19,54864000.0,131111827.2
2021-02-20,2021,2,20,60912000.0,156543840.0
2021-02-21,2021,2,21,56030400.0,109216944.0
2021-02-22,2021,2,22,51148800.0,61890048.0
2021-02-23,2021,2,23,54799200.0,89155296.0
2021-02-24,2021,2,24,58449600.0,116420544.0
2021-02-25,2021,2,25,62100000.0,143685792.0
2021-02-26,2021,2,26,65750400.0,170951040.0
2021-02-27,2021,2,27,67521600.0,215053056.0
2021-02-28,2021,2,28,69292800.0,259155072.0
2021-03-01,2021,3,1,71251200.0,271240128.0
2021-03-02,2021,3,2,73209600.0,283325184.0
2021-03-03,2021,3,3,75168000.0,295410240.0
2021-03-04,2021,3,4,77731200.0,290569248.0
2021-03-05,2021,3,5,80294400.0,285728256.0
2021-03-06,2021,3,6,82857600.0,280887264.0
2021-03-07,2021,3,7,82252800.0,272603016.0
2021-03-08,2021,3,8,81648000.0,264318768.0
2021-03-09,2021,3,9,81043200.0,256034520.0
2021-03-10,2021,3,10,80438400.0,247750272.0
2021-03-11,2021,3,11,86457600.0,327685248.0
2021-03-12,2021,3,12,92476800.0,407620224.0
2021-03-13,2021,3,13,98496000.0,487555200.0
2021-03-14,2021,3,14,113616000.0,740054880.0
2021-03-15,2021,3,15,128736000.0,992554560.0
2021-03-16,2021,3,16,125280000.0,969667200.0
2021-03-17,2021,3,17,131328000.0,1087234560.0
2021-03-18,2021,3,18,137376000.0,1204801920.0
2021-03-19,2021,3,19,143424000.0,1322369280.0
2021-03-20,2021,3,20,97632000.0,446178240.0
2021-03-21,2021,3,21,92476800.0,355790304.0
2021-03-22,2021,3,22,87321600.0,265402368.0
2021-03-23,2021,3,23,82166400.0,175014432.0
2021-03-24,2021,3,24,80568000.0,190562544.0
2021-03-25,2021,3,25,78969600.0,206110656.0
2021-03-26,2021,3,26,77184000.0,185500800.0
2021-03-27,2021,3,27,75398400.0,164890944.0
2021-03-28,2021,3,28,73612800.0,144281088.0
2021-03-29,2021,3,29,74217600.0,159043392.0
2021-03-30,2021,3,30,74822400.0,173805696.0
2021-03-31,2021,3,31,75427200.0,188568000.0
2021-04-01,2021,4,1,76140000.0,191915568.0
2021-04-02,2021,4,2,76852800.0,195263136.0
2021-04-03,2021,4,3,77565600.0,198610704.0
2021-04-04,2021,4,4,78278400.0,201958272.0
2021-04-05,2021,4,5,77976000.0,228752208.0
2021-04-06,2021,4,6,77673600.0,255546144.0
2021-04-07,2021,4,7,76485600.0,230308056.0
2021-04-08,2021,4,8,75297600.0,205069968.0
2021-04-09,2021,4,9,74109600.0,179831880.0
2021-04-10,2021,4,10,72921600.0,154593792.0
2021-04-11,2021,4,11,72403200.0,165716064.0
2021-04-12,2021,4,12,71884800.0,176838336.0
2021-04-13,2021,4,13,71366400.0,187960608.0
2021-04-14,2021,4,14,70848000.0,199082880.0
2021-04-15,2021,4,15,70113600.0,172042704.0
2021-04-16,2021,4,16,69379200.0,145002528.0
2021-04-17,2021,4,17,69206400.0,145156536.0
2021-04-18,2021,4,18,69033600.0,145310544.0
2021-04-19,2021,4,19,68860800.0,145464552.0
2021-04-20,2021,4,20,68688000.0,145618560.0
2021-04-21,2021,4,21,74196000.0,169542720.0
2021-04-22,2021,4,22,79704000.0,193466880.0
2021-04-23,2021,4,23,85212000.0,217391040.0
2021-04-24,2021,4,24,90720000.0,241315200.0
2021-04-25,2021,4,25,98064000.0,315193680.0
2021-04-26,2021,4,26,105408000.0,389072160.0
2021-04-27,2021,4,27,112752000.0,462950639.99999994
2021-04-28,2021,4,28,120096000.0,536829119.99999994
2021-04-29,2021,4,29,124848000.0,598894560.0
2021-04-30,2021,4,30,129600000.0,660960000.0
2021-05-01,2021,5,1,123984000.0,612195840.0
2021-05-02,2021,5,2,118368000.0,563431680.0
2021-05-03,2021,5,3,123984000.0,699675840.0
2021-05-04,2021,5,4,129600000.0,835920000.0
2021-05-05,2021,5,5,129168000.0,796443840.0
2021-05-06,2021,5,6,128736000.0,756967680.0
2021-05-07,2021,5,7,131328000.0,697213440.0
2021-05-08,2021,5,8,133920000.0,637459200.0
2021-05-09,2021,5,9,130032000.0,588677760.0
2021-05-10,2021,5,10,126144000.0,539896320.0
2021-05-11,2021,5,11,129600000.0,551361600.0
2021-05-12,2021,5,12,133056000.0,562826880.0
2021-05-13,2021,5,13,132192000.0,558515520.0
2021-05-14,2021,5,14,131328000.0,554204160.0
2021-05-15,2021,5,15,133056000.0,593349120.0
2021-05-16,2021,5,16,134784000.0,632494080.0
2021-05-17,2021,5,17,136512000.0,671639040.0
2021-05-18,2021,5,18,135648000.0,679440960.0
2021-05-19,2021,5,19,134784000.0,687242880.0
2021-05-20,2021,5,20,133920000.0,695044800.0
2021-05-21,2021,5,21,135216000.0,592561440.0
2021-05-22,2021,5,22,136512000.0,490078080.0
2021-05-23,2021,5,23,138240000.0,528474240.0
2021-05-24,2021,5,24,139968000.0,566870400.0
2021-05-25,2021,5,25,139536000.0,615893760.0
2021-05-26,2021,5,26,139104000.0,664917120.0
2021-05-27,2021,5,27,136080000.0,577281600.0
2021-05-28,2021,5,28,133056000.0,489646080.0
2021-05-29,2021,5,29,133632000.0,480084480.0
2021-05-30,2021,5,30,134208000.0,470522880.0
2021-05-31,2021,5,31,134784000.0,460961280.0
2021-06-01,2021,6,1,132192000.0,434911680.0
2021-06-02,2021,6,2,128736000.0,395219520.0
2021-06-03,2021,6,3,137376000.0,512412480.0
2021-06-04,2021,6,4,127872000.0,571587840.0
2021-06-05,2021,6,5,139104000.0,521640000.0
2021-06-06,2021,6,6,137376000.0,417623040.0
2021-06-07,2021,6,7,127872000.0,430928640.0
2021-06-08,2021,6,8,120960000.0,366508800.0
2021-06-09,2021,6,9,119232000.0,405388800.0
2021-06-10,2021,6,10,116640000.0,365083200.0
2021-06-11,2021,6,11,118368000.0,381144960.0
2021-06-12,2021,6,12,124416000.0,347120640.0
2021-06-13,2021,6,13,133056000.0,525571200.0
2021-06-14,2021,6,14,149472000.0,590414400.0
2021-06-15,2021,6,15,165024000.0,797065920.0
2021-06-16,2021,6,16,169344000.0,811157760.0
2021-06-17,2021,6,17,176256000.0,736750080.0
2021-06-18,2021,6,18,181440000.0,947116800.0
2021-06-19,2021,6,19,190080000.0,821145600.0
2021-06-20,2021,6,20,193536000.0,936714240.0
2021-06-21,2021,6,21,196992000.0,955411199.9999999
2021-06-22,2021,6,22,213408000.0,1094783040.0
2021-06-23,2021,6,23,254880000.0,1190289600.0
2021-06-24,2021,6,24,300672000.0,1467279360.0
2021-06-25,2021,6,25,330048000.0,1739352959.9999998
2021-06-26,2021,6,26,352512000.0,1840112640.0
2021-06-27,2021,6,27,353808000.0,1845108720.0
2021-06-28,2021,6,28,357696000.0,1892211840.0
2021-06-29,2021,6,29,363744000.0,2113352639.9999998
2021-06-30,2021,6,30,364608000.0,1921484159.9999998
2021-07-01,2021,7,1,358560000.0,1574078400.0
2021-07-02,2021,7,2,353376000.0,1675002240.0
2021-07-03,2021,7,3,349056000.0,1581223680.0
2021-07-04,2021,7,4,344736000.0,1627153920.0
2021-07-05,2021,7,5,301536000.0,1209159360.0
2021-07-06,2021,7,6,228960000.0,1046347200.0000001
2021-07-07,2021,7,7,224467200.0,2683729843.2
2021-07-08,2021,7,8,196452000.0,8859985200.0
2021-07-09,2021,7,9,162648000.0,3801897000.0
2021-07-10,2021,7,10,88992000.0,586457280.0
2021-07-11,2021,7,11,65750400.0,274836672.0
2021-07-12,2021,7,12,63417600.0,260012159.99999997
2021-07-13,2021,7,13,60566400.0,211982400.0
2021-07-14,2021,7,14,58492800.0,124589664.0
2021-07-15,2021,7,15,90720000.0,256737600.0
2021-07-16,2021,7,16,89856000.0,326177280.0
2021-07-17,2021,7,17,82339200.0,248664384.0
2021-07-18,2021,7,18,76204800.0,194322240.0
2021-07-19,2021,7,19,59097600.0,95738112.0
2021-07-20,2021,7,20,55728000.0,77461920.0
2021-07-21,2021,7,21,83808000.0,406468800.0
2021-07-22,2021,7,22,322560000.0,4644864000.0
2021-07-23,2021,7,23,227232000.0,3453926400.0
2021-07-24,2021,7,24,185760000.0,1175860800.0
2021-07-25,2021,7,25,184896000.0,1198126080.0
2021-07-26,2021,7,26,190080000.0,737510400.0
2021-07-27,2021,7,27,178848000.0,974721600.0
2021-07-28,2021,7,28,146880000.0,633052800.0
2021-07-29,2021,7,29,114048000.0,411713280.0
2021-07-30,2021,7,30,88992000.0,268755840.0
2021-07-31,2021,7,31,82944000.0,198236160.0
2021-08-01,2021,8,1,75254400.0,179105472.0
2021-08-02,2021,8,2,70156800.0,124879104.0
2021-08-03,2021,8,3,67046400.0,77773824.0
2021-08-04,2021,8,4,66528000.0,67193280.0
2021-08-05,2021,8,5,64454400.0,85724352.0
2021-08-06,2021,8,6,63158400.0,71368992.0
2021-08-07,2021,8,7,62121600.0,72061056.0
2021-08-08,2021,8,8,63504000.0,79380000.0
2021-08-09,2021,8,9,60307200.0,77193216.0
2021-08-10,2021,8,10,59529600.0,74412000.0
2021-08-11,2021,8,11,59097600.0,67371264.0
2021-08-12,2021,8,12,54777600.0,64089791.99999999
2021-08-13,2021,8,13,46396800.0,50108544.0
2021-08-14,2021,8,14,45878400.0,48631104.0
2021-08-15,2021,8,15,50630400.0,56199744.00000001
2021-08-16,2021,8,16,54777600.0,67376448.0
2021-08-17,2021,8,17,48556800.0,47051539.199999996
2021-08-18,2021,8,18,44928000.0,64696320.0
2021-08-19,2021,8,19,43545600.0,39408768.0
2021-08-20,2021,8,20,48124800.0,53899776.00000001
2021-08-21,2021,8,21,43113600.0,47424960.00000001
2021-08-22,2021,8,22,43977600.0,46616256.0
2021-08-23,2021,8,23,45619200.0,49724928.0
2021-08-24,2021,8,24,48124800.0,64005984.0
2021-08-25,2021,8,25,50932800.0,48437092.8
2021-08-26,2021,8,26,59443200.0,94514688.0
2021-08-27,2021,8,27,67046400.0,124035840.0
2021-08-28,2021,8,28,53654400.0,85310496.0
2021-08-29,2021,8,29,46396800.0,55212192.0
2021-08-30,2021,8,30,50544000.0,75310560.0
2021-08-31,2021,8,31,65404800.0,131463647.99999999
2021-09-01,2021,9,1,90720000.0,442713600.0
2021-09-02,2021,9,2,140832000.0,923857920.0
2021-09-03,2021,9,3,165024000.0,810267840.0
2021-09-04,2021,9,4,187488000.0,952439040.0
2021-09-05,2021,9,5,190080000.0,1053043200.0
2021-09-06,2021,9,6,146880000.0,478828799.99999994
2021-09-07,2021,9,7,126144000.0,437719680.0
2021-09-08,2021,9,8,102816000.0,304335360.0
2021-09-09,2021,9,9,99360000.0,269265600.0
2021-09-10,2021,9,10,89856000.0,172523520.0
2021-09-11,2021,9,11,78019200.0,156038400.0
2021-09-12,2021,9,12,72403200.0,135393984.0
2021-09-13,2021,9,13,63331200.0,86130432.0
2021-09-14,2021,9,14,56764800.0,65847167.99999999
2021-09-15,2021,9,15,55468800.0,66007872.0
2021-09-16,2021,9,16,48211200.0,56407104.0
2021-09-17,2021,9,17,44064000.0,46267200.0
2021-09-18,2021,9,18,49161600.0,66859776.00000001
2021-09-19,2021,9,19,85968000.0,147005280.0
2021-09-20,2021,9,20,147744000.0,650073600.0
2021-09-21,2021,9,21,216864000.0,1370580480.0
2021-09-22,2021,9,22,314496000.0,2157442560.0
2021-09-23,2021,9,23,294624000.0,2136024000.0
2021-09-24,2021,9,24,276480000.0,1222041600.0
2021-09-25,2021,9,25,230688000.0,1340297280.0
2021-09-26,2021,9,26,222048000.0,961467840.0
2021-09-27,2021,9,27,220752000.0,1272635280.0000002
2021-09-28,2021,9,28,247104000.0,1514747520.0
2021-09-29,2021,9,29,362880000.0,2554675200.0
2021-09-30,2021,9,30,416448000.0,2677760640.0
2021-10-01,2021,10,1,402624000.0,2254694400.0
2021-10-02,2021,10,2,429408000.0,4465843200.0
2021-10-03,2021,10,3,424224000.0,2715033600.0
2021-10-04,2021,10,4,431136000.0,2694600000.0
2021-10-05,2021,10,5,430272000.0,2534302080.0
2021-10-06,2021,10,6,425088000.0,2431503360.0
2021-10-07,2021,10,7,422496000.0,2818048320.0
2021-10-08,2021,10,8,418176000.0,2496510720.0
2021-10-09,2021,10,9,418176000.0,2199605760.0
2021-10-10,2021,10,10,417312000.0,2295216000.0
2021-10-11,2021,10,11,418176000.0,2609418240.0
2021-10-12,2021,10,12,418176000.0,3454133760.0
2021-10-13,2021,10,13,416448000.0,4247769599.9999995
